Date,Customer_ID,Product_Category,Product_Value,Rating,Return
20-Nov-2015,1017124,B,40.3,0,N
20-Nov-2015,1017222,C,46.3,3,N
20-Nov-2015,1017840,E,40.4,2,N
20-Nov-2015,1018559,D,26.7,5,N
21-Nov-2015,1012870,A,29.3,0,N
21-Nov-2015,1014081,E,40.4,0,N
21-Nov-2015,1014107,B,19.2,4,N
21-Nov-2015,1015065,B,13.8,5,N
21-Nov-2015,1015120,C,67.9,5,N
21-Nov-2015,1015949,E,65.7,5,N
21-Nov-2015,1016309,D,61.8,5,N
21-Nov-2015,1016998,B,16.4,0,N
21-Nov-2015,1018727,C,49.6,4,N
22-Nov-2015,1010479,E,32.3,0,N
22-Nov-2015,1011543,B,67.1,5,N
22-Nov-2015,1012657,A,28.7,5,N
22-Nov-2015,1013419,B,43.9,3,N
22-Nov-2015,1014450,C,38,0,N
22-Nov-2015,1015540,D,6.2,4,N
22-Nov-2015,1016967,D,42.9,5,N
22-Nov-2015,1017471,D,57.5,4,N
22-Nov-2015,1018491,D,20.4,3,N
22-Nov-2015,1018602,C,22.6,4,N
23-Nov-2015,1011116,B,37.1,5,N
23-Nov-2015,1011341,E,22.9,5,N
23-Nov-2015,1013329,D,30.9,0,N
23-Nov-2015,1014887,B,25.5,4,N
23-Nov-2015,1016794,C,65.5,5,N
23-Nov-2015,1019590,E,46.8,5,N
24-Nov-2015,1014242,A,10.7,5,N
24-Nov-2015,1014550,A,33.3,3,N
24-Nov-2015,1014665,D,38,4,N
24-Nov-2015,1014667,C,24.9,5,N
24-Nov-2015,1018686,C,10.11,2,N
24-Nov-2015,1019028,C,45.5,3,N
24-Nov-2015,1019226,A,59.2,1,N
25-Nov-2015,1010289,A,33.3,0,N
25-Nov-2015,1011482,D,37.6,5,N
25-Nov-2015,1014260,A,25,5,N
25-Nov-2015,1015605,B,42.3,5,N
25-Nov-2015,1016360,B,33.2,3,N
25-Nov-2015,1017304,C,28.3,0,N
25-Nov-2015,1019052,B,13.9,4,N
26-Nov-2015,1012466,E,30,5,N
26-Nov-2015,1013388,D,17.2,3,N
26-Nov-2015,1013571,A,38.8,4,N
26-Nov-2015,1015462,D,53.6,5,N
26-Nov-2015,1016118,A,38.9,0,N
26-Nov-2015,1017256,C,46.9,4,N
27-Nov-2015,1012025,C,30.8,4,N
27-Nov-2015,1014445,C,12.8,0,N
27-Nov-2015,1015369,B,39.5,3,N
27-Nov-2015,1017707,E,35.1,3,N
27-Nov-2015,1018426,B,42.6,5,N
27-Nov-2015,1018516,D,41.6,4,N
28-Nov-2015,1010289,B,55,0,N
28-Nov-2015,1010767,E,47.4,5,N
28-Nov-2015,1011228,D,49.9,5,N
28-Nov-2015,1013800,A,34.2,5,N
28-Nov-2015,1015073,C,24.1,0,N
28-Nov-2015,1018094,E,46.1,5,N
29-Nov-2015,1012146,C,53.1,0,N
29-Nov-2015,1015896,A,40.6,5,N
29-Nov-2015,1016817,A,10.38,5,N
30-Nov-2015,1010842,B,21.5,4,N
30-Nov-2015,1012158,B,38.1,4,N
30-Nov-2015,1012774,B,18.3,5,N
30-Nov-2015,1012842,E,30.4,5,N
30-Nov-2015,1012851,B,27.6,5,N
30-Nov-2015,1013066,D,49.1,0,N
30-Nov-2015,1013176,C,14.9,0,N
30-Nov-2015,1013463,D,30,5,N
30-Nov-2015,1015922,D,16.8,5,N
30-Nov-2015,1016794,A,52,4,N
30-Nov-2015,1019028,B,69.5,1,N
01-Dec-2015,1010776,C,34.1,0,N
01-Dec-2015,1012842,E,10.67,0,N
01-Dec-2015,1014567,C,32.6,0,N
01-Dec-2015,1019128,D,9.4,0,N
01-Dec-2015,1019133,E,10.7,5,N
01-Dec-2015,1019572,B,47.2,5,N
02-Dec-2015,1013257,C,41.9,5,N
02-Dec-2015,1015818,B,23.1,4,N
03-Dec-2015,1010798,C,45.3,5,N
03-Dec-2015,1011138,A,53.4,0,N
03-Dec-2015,1012127,D,12.2,5,N
03-Dec-2015,1014650,D,16.7,4,N
03-Dec-2015,1014932,A,10.45,4,N
03-Dec-2015,1016326,B,68.3,3,N
04-Dec-2015,1010555,E,25.3,5,N
04-Dec-2015,1011016,A,14.7,5,N
04-Dec-2015,1012146,E,35.2,5,N
04-Dec-2015,1015061,C,37.7,4,N
04-Dec-2015,1015185,B,23.5,5,N
04-Dec-2015,1016292,B,77.9,5,N
04-Dec-2015,1016872,D,29.9,5,N
04-Dec-2015,1019001,B,57.9,1,N
05-Dec-2015,1010855,B,31.2,0,N
05-Dec-2015,1015292,D,30.7,5,N
05-Dec-2015,1016817,D,21.8,3,N
05-Dec-2015,1017107,B,43.3,1,N
06-Dec-2015,1011577,E,26.5,5,N
06-Dec-2015,1012245,A,23.6,5,N
06-Dec-2015,1012297,A,45.4,5,N
06-Dec-2015,1012527,D,5.2,4,N
06-Dec-2015,1014856,C,36.8,0,N
06-Dec-2015,1019634,B,36.5,0,N
07-Dec-2015,1012088,C,19.7,0,N
07-Dec-2015,1014987,E,26.2,3,N
07-Dec-2015,1015197,B,28.5,5,N
08-Dec-2015,1010816,A,37.9,0,N
08-Dec-2015,1015253,D,10.3,0,N
08-Dec-2015,1015502,C,40.7,4,N
08-Dec-2015,1015600,B,48.1,5,N
08-Dec-2015,1016770,D,54.8,3,N
08-Dec-2015,1017941,B,42.3,0,N
08-Dec-2015,1019642,B,21.8,0,N
09-Dec-2015,1010514,B,35.6,5,N
09-Dec-2015,1010697,D,13.9,5,N
09-Dec-2015,1011617,C,19.2,5,N
09-Dec-2015,1013438,B,10.2,3,N
09-Dec-2015,1014234,D,35.3,4,N
09-Dec-2015,1017085,C,20.4,2,N
10-Dec-2015,1010913,A,21.5,5,N
10-Dec-2015,1016218,B,13.4,0,N
11-Dec-2015,1010333,B,23.2,5,N
11-Dec-2015,1013046,C,10,5,N
11-Dec-2015,1015964,B,64.1,0,N
11-Dec-2015,1016757,C,18.4,2,N
11-Dec-2015,1018934,E,56.5,4,N
12-Dec-2015,1011981,D,47.1,5,N
12-Dec-2015,1012564,B,29.5,4,N
12-Dec-2015,1015027,C,62.4,0,N
12-Dec-2015,1015155,B,26.6,5,N
12-Dec-2015,1016284,A,70.3,5,N
12-Dec-2015,1017396,B,21.9,4,N
12-Dec-2015,1018068,B,38.7,2,N
13-Dec-2015,1011417,C,65.8,0,N
13-Dec-2015,1011825,A,35.3,5,N
13-Dec-2015,1013369,C,24.2,5,N
13-Dec-2015,1014485,B,44.2,5,N
13-Dec-2015,1015211,E,26.7,5,N
13-Dec-2015,1015223,B,49.6,3,N
13-Dec-2015,1015493,C,50.3,4,N
13-Dec-2015,1016218,C,33,5,N
13-Dec-2015,1016781,B,46.1,5,N
13-Dec-2015,1019273,D,20.7,1,Y
13-Dec-2015,1019413,A,24.8,5,N
13-Dec-2015,1019642,A,17,5,N
14-Dec-2015,1010983,B,28.8,5,N
14-Dec-2015,1012054,D,54,5,N
14-Dec-2015,1012429,E,59,5,N
14-Dec-2015,1013124,A,35.7,4,N
14-Dec-2015,1015171,A,10.95,5,N
14-Dec-2015,1015240,A,51.8,3,N
14-Dec-2015,1016828,B,63,0,N
14-Dec-2015,1017585,C,31.6,2,N
14-Dec-2015,1019406,B,26.5,2,N
15-Dec-2015,1011773,A,14.1,4,N
15-Dec-2015,1012279,D,25.6,5,N
15-Dec-2015,1013966,E,58.1,4,N
15-Dec-2015,1014137,B,28.2,5,N
15-Dec-2015,1015061,D,42,5,N
15-Dec-2015,1016894,C,21.7,1,N
15-Dec-2015,1018011,E,47.7,0,N
16-Dec-2015,1010736,A,37.5,0,N
16-Dec-2015,1013176,C,40.7,5,N
16-Dec-2015,1014894,A,13.4,5,N
16-Dec-2015,1016095,D,47.7,5,N
16-Dec-2015,1017056,A,13.1,5,N
16-Dec-2015,1018153,C,51.6,1,N
17-Dec-2015,1010359,E,49.7,5,N
17-Dec-2015,1011716,D,57.6,5,N
17-Dec-2015,1013898,A,38.7,0,N
17-Dec-2015,1015651,C,50,0,N
17-Dec-2015,1016385,B,52.2,5,N
17-Dec-2015,1016868,D,57.9,0,N
17-Dec-2015,1018321,E,53.1,1,N
18-Dec-2015,1011041,A,32.5,5,N
18-Dec-2015,1014234,C,25.5,5,N
18-Dec-2015,1014762,B,35.7,5,N
18-Dec-2015,1015353,E,22.8,3,N
18-Dec-2015,1016868,A,44.6,5,N
18-Dec-2015,1017936,D,49.9,5,N
18-Dec-2015,1018272,C,55.9,2,N
18-Dec-2015,1019293,B,34.8,4,N
19-Dec-2015,1012154,B,47.5,0,N
19-Dec-2015,1014035,C,45.1,5,N
19-Dec-2015,1014220,B,38.9,4,N
19-Dec-2015,1015141,A,59.7,5,N
19-Dec-2015,1015240,B,54.5,5,N
19-Dec-2015,1015864,E,40.6,3,N
19-Dec-2015,1016214,B,26.6,0,N
19-Dec-2015,1018094,C,40.1,5,N
19-Dec-2015,1019339,C,29.3,1,Y
20-Dec-2015,1010509,A,9,0,N
20-Dec-2015,1014113,E,27.2,4,N
20-Dec-2015,1014399,E,50.1,4,N
20-Dec-2015,1015882,A,16.4,4,N
20-Dec-2015,1017169,D,17.7,0,N
20-Dec-2015,1017300,A,21.6,3,N
20-Dec-2015,1018458,B,51.9,1,N
20-Dec-2015,1018531,B,9.8,0,N
21-Dec-2015,1011188,A,20.7,5,N
21-Dec-2015,1012606,A,21.4,5,N
21-Dec-2015,1012933,B,42.7,5,N
21-Dec-2015,1014742,C,20.8,5,N
21-Dec-2015,1014973,C,16.5,5,N
21-Dec-2015,1015103,C,75.9,5,N
21-Dec-2015,1015672,D,38.1,0,N
21-Dec-2015,1016608,D,24.4,5,N
21-Dec-2015,1016735,D,29.7,5,N
21-Dec-2015,1019128,B,54.9,2,N
21-Dec-2015,1019642,A,31.2,5,N
22-Dec-2015,1010416,D,33.4,4,N
22-Dec-2015,1011417,A,26.5,5,N
22-Dec-2015,1011716,E,35,5,N
22-Dec-2015,1012058,D,72.2,5,N
22-Dec-2015,1012429,C,48.8,5,N
22-Dec-2015,1013867,C,39.3,5,N
22-Dec-2015,1013917,C,19.8,4,N
22-Dec-2015,1016360,E,37,4,N
22-Dec-2015,1017192,B,28.1,0,N
22-Dec-2015,1018727,E,28,2,N
23-Dec-2015,1011258,E,14.5,5,N
23-Dec-2015,1011868,C,18,5,N
23-Dec-2015,1012996,B,23.8,5,N
23-Dec-2015,1013934,C,10.03,5,N
23-Dec-2015,1016074,A,18,5,N
23-Dec-2015,1016571,C,34.1,3,N
24-Dec-2015,1010975,E,12.8,5,N
24-Dec-2015,1015502,B,71.3,5,N
24-Dec-2015,1016032,E,68.1,5,N
24-Dec-2015,1018458,C,40.8,2,N
25-Dec-2015,1010913,E,53.4,5,N
25-Dec-2015,1013986,E,44,5,N
25-Dec-2015,1014260,E,29.8,0,N
25-Dec-2015,1014365,B,60,3,N
25-Dec-2015,1014566,D,10.65,0,N
25-Dec-2015,1015554,A,46.5,4,N
25-Dec-2015,1016118,C,14.2,5,N
25-Dec-2015,1016510,E,19.6,5,N
26-Dec-2015,1010410,C,30.8,5,N
26-Dec-2015,1014132,C,44.1,3,N
26-Dec-2015,1014987,B,34.1,5,N
26-Dec-2015,1015197,B,16.6,5,N
26-Dec-2015,1015864,D,59.8,5,N
27-Dec-2015,1010999,B,35.7,5,N
27-Dec-2015,1011392,B,20.6,0,N
27-Dec-2015,1013507,B,38.6,0,N
27-Dec-2015,1013796,E,30,5,N
27-Dec-2015,1014894,A,61.1,4,N
27-Dec-2015,1015581,C,36.3,5,N
27-Dec-2015,1015734,A,64.5,5,N
28-Dec-2015,1011617,D,43.8,4,N
28-Dec-2015,1012262,C,57.6,4,N
28-Dec-2015,1013394,D,10.49,5,N
28-Dec-2015,1014450,D,44.3,5,N
28-Dec-2015,1014932,D,23.5,5,N
28-Dec-2015,1015540,C,32.4,3,N
28-Dec-2015,1016385,C,74.2,0,N
28-Dec-2015,1016642,C,29.1,1,N
28-Dec-2015,1017025,B,62.7,0,N
28-Dec-2015,1017849,E,54.8,5,N
28-Dec-2015,1017966,E,37.1,1,N
28-Dec-2015,1018598,A,31.8,5,N
28-Dec-2015,1019547,B,11.2,5,N
29-Dec-2015,1010983,D,10.82,5,N
29-Dec-2015,1012092,D,62.5,5,N
29-Dec-2015,1018934,E,20.3,0,N
29-Dec-2015,1019078,D,16.6,3,N
30-Dec-2015,1011746,C,39.4,5,N
30-Dec-2015,1013483,C,48.9,3,N
30-Dec-2015,1016934,E,25.5,4,N
30-Dec-2015,1017287,D,40.9,1,N
30-Dec-2015,1019265,A,13.5,5,N
30-Dec-2015,1019451,D,62.2,0,N
31-Dec-2015,1010798,C,22.4,5,N
31-Dec-2015,1012466,D,49.7,5,N
31-Dec-2015,1014857,A,11.8,5,N
31-Dec-2015,1015651,B,55.1,5,N
31-Dec-2015,1015979,C,36.1,5,N
31-Dec-2015,1016786,D,42.2,4,N
31-Dec-2015,1018362,A,34.7,5,N
31-Dec-2015,1019645,B,38.6,1,Y
01-Jan-2016,1010832,C,58.6,5,N
01-Jan-2016,1011752,C,38,5,N
01-Jan-2016,1011849,E,32.9,5,N
01-Jan-2016,1012216,A,19.5,4,N
01-Jan-2016,1012726,A,53,5,N
01-Jan-2016,1015693,A,51.1,5,N
01-Jan-2016,1016882,B,34.1,5,N
02-Jan-2016,1010333,B,19.3,5,N
02-Jan-2016,1011577,C,64.9,4,N
02-Jan-2016,1011746,C,51.8,5,N
02-Jan-2016,1011849,E,10.97,4,N
02-Jan-2016,1012195,B,24.6,0,N
02-Jan-2016,1013585,D,62.4,5,N
02-Jan-2016,1015065,C,31.1,3,N
02-Jan-2016,1015764,D,29.8,5,N
02-Jan-2016,1016627,C,10.8,5,N
02-Jan-2016,1016810,E,25.7,5,N
02-Jan-2016,1018598,B,37.8,2,N
02-Jan-2016,1019500,D,60.6,5,N
03-Jan-2016,1013734,D,26,3,N
03-Jan-2016,1014202,C,46.6,0,N
03-Jan-2016,1015462,D,46,5,N
03-Jan-2016,1016163,E,68.4,0,N
03-Jan-2016,1018240,A,48.1,3,N
03-Jan-2016,1018302,D,54.5,0,N
03-Jan-2016,1018551,B,36,1,N
04-Jan-2016,1015272,E,10.9,4,N
04-Jan-2016,1017874,D,17.4,3,N
04-Jan-2016,1018875,A,31.3,0,N
05-Jan-2016,1011852,A,33.6,4,N
05-Jan-2016,1012646,A,52.4,0,N
05-Jan-2016,1012813,B,51.4,3,N
05-Jan-2016,1012870,B,29.2,0,N
05-Jan-2016,1013450,B,46.8,4,N
05-Jan-2016,1014309,D,28,3,N
05-Jan-2016,1017510,D,53.7,0,N
06-Jan-2016,1010975,D,10.13,5,N
06-Jan-2016,1014185,E,56.3,5,N
06-Jan-2016,1014353,B,7.7,0,N
06-Jan-2016,1014354,C,31.3,5,N
06-Jan-2016,1014369,D,30.9,3,N
06-Jan-2016,1014851,D,18.6,4,N
06-Jan-2016,1016848,C,73.3,5,N
06-Jan-2016,1017874,D,61,5,N
07-Jan-2016,1012043,C,39.6,0,N
07-Jan-2016,1013196,E,15.7,5,N
07-Jan-2016,1013885,C,47.5,4,N
07-Jan-2016,1016053,D,51.2,4,N
07-Jan-2016,1017259,A,11.2,5,N
07-Jan-2016,1018199,A,46.7,5,N
07-Jan-2016,1018272,E,44.6,5,N
08-Jan-2016,1010410,C,44,5,N
08-Jan-2016,1012209,C,33.5,5,N
08-Jan-2016,1013127,A,12,5,N
08-Jan-2016,1014005,E,11.6,5,N
08-Jan-2016,1015833,B,60.9,5,N
08-Jan-2016,1016053,B,37.2,5,N
08-Jan-2016,1018875,E,10.7,0,N
09-Jan-2016,1010601,D,18.6,5,N
09-Jan-2016,1011997,A,24.9,5,N
09-Jan-2016,1016337,C,56.2,0,N
09-Jan-2016,1017148,C,13.8,5,N
09-Jan-2016,1018169,D,37.3,2,N
09-Jan-2016,1018596,D,20.2,5,N
09-Jan-2016,1019188,D,10.63,5,N
10-Jan-2016,1011107,B,13.5,5,N
10-Jan-2016,1011852,E,21.1,4,N
10-Jan-2016,1013565,D,29.1,3,N
10-Jan-2016,1014717,A,29.2,5,N
10-Jan-2016,1019197,C,56.8,1,Y
11-Jan-2016,1011759,A,48,5,N
11-Jan-2016,1012710,E,39.5,5,N
11-Jan-2016,1013142,C,38.8,5,N
11-Jan-2016,1013419,C,44.8,3,N
11-Jan-2016,1015301,E,47.3,5,N
11-Jan-2016,1016074,E,62.2,5,N
11-Jan-2016,1016197,D,24.7,4,N
12-Jan-2016,1012017,D,46,5,N
12-Jan-2016,1013220,D,13.8,4,N
12-Jan-2016,1013405,B,10.24,0,N
12-Jan-2016,1013406,C,57.1,0,N
12-Jan-2016,1013583,D,56,0,N
12-Jan-2016,1015155,C,86,4,N
12-Jan-2016,1015979,E,47.1,4,N
12-Jan-2016,1016542,C,72.4,3,N
12-Jan-2016,1017123,A,57.2,0,N
12-Jan-2016,1017277,A,29.7,2,N
12-Jan-2016,1018516,E,23.2,0,N
13-Jan-2016,1010363,D,56.7,5,N
13-Jan-2016,1013644,D,29.2,0,N
13-Jan-2016,1014206,B,40,0,N
13-Jan-2016,1014302,C,20.6,4,N
13-Jan-2016,1014717,A,20.4,0,N
13-Jan-2016,1015672,E,65.1,0,N
13-Jan-2016,1016023,D,6.9,5,N
13-Jan-2016,1016028,D,38,5,N
13-Jan-2016,1017169,B,22.5,1,N
14-Jan-2016,1010663,C,20.9,5,N
14-Jan-2016,1013292,D,15.1,5,N
14-Jan-2016,1013329,D,35.2,5,N
14-Jan-2016,1015103,D,57.1,0,N
14-Jan-2016,1015171,B,25.3,5,N
14-Jan-2016,1016421,C,103,5,N
14-Jan-2016,1019606,C,5.4,5,N
14-Jan-2016,1019680,A,15.7,3,N
15-Jan-2016,1011294,C,49.9,5,N
15-Jan-2016,1012670,B,43.6,5,N
15-Jan-2016,1013259,E,18.6,3,N
15-Jan-2016,1014932,A,34.3,4,N
15-Jan-2016,1016494,E,41.6,5,N
15-Jan-2016,1017644,D,10.03,3,N
15-Jan-2016,1018621,E,57.2,5,N
16-Jan-2016,1010509,D,19.8,0,N
16-Jan-2016,1014089,A,7.1,5,N
16-Jan-2016,1014207,A,49.1,5,N
16-Jan-2016,1015600,A,58.3,4,N
16-Jan-2016,1017370,E,59.8,0,N
16-Jan-2016,1017661,A,39.4,3,N
16-Jan-2016,1017874,A,66.2,5,N
16-Jan-2016,1018636,B,16.4,0,N
16-Jan-2016,1019432,B,17.7,5,N
16-Jan-2016,1019590,D,14.4,4,N
17-Jan-2016,1012890,C,19.7,3,N
17-Jan-2016,1013403,E,9.1,5,N
17-Jan-2016,1013966,C,35.3,0,N
17-Jan-2016,1014353,E,14.1,5,N
17-Jan-2016,1015272,C,10.41,4,N
17-Jan-2016,1016810,B,31.5,0,N
17-Jan-2016,1018011,E,36.3,5,N
17-Jan-2016,1018084,E,22.8,5,N
18-Jan-2016,1010479,C,38.7,5,N
18-Jan-2016,1010816,D,24.6,5,N
18-Jan-2016,1012058,B,45.8,5,N
18-Jan-2016,1016163,C,70.1,4,N
19-Jan-2016,1011022,C,22.9,4,N
19-Jan-2016,1011138,E,10.14,5,N
19-Jan-2016,1012154,C,64.1,5,N
19-Jan-2016,1012154,D,17,5,N
19-Jan-2016,1013369,B,29.1,5,N
19-Jan-2016,1013828,B,50.7,5,N
19-Jan-2016,1014242,B,45.5,5,N
19-Jan-2016,1014950,E,70.2,5,N
19-Jan-2016,1015223,C,57.9,3,N
19-Jan-2016,1016053,B,13.9,5,N
19-Jan-2016,1017551,A,37.5,3,N
19-Jan-2016,1017951,E,27.7,1,N
19-Jan-2016,1018275,C,47.5,2,N
19-Jan-2016,1018888,E,16.1,5,N
20-Jan-2016,1011482,C,10.68,5,N
20-Jan-2016,1011490,A,21.7,5,N
20-Jan-2016,1012449,D,33.6,5,N
20-Jan-2016,1013538,C,44.5,3,N
20-Jan-2016,1014592,D,41.9,0,N
20-Jan-2016,1014866,E,56.8,5,N
20-Jan-2016,1014888,B,28.1,4,N
20-Jan-2016,1015008,D,15.4,5,N
20-Jan-2016,1015951,D,90.3,0,N
20-Jan-2016,1016786,D,17.4,5,N
20-Jan-2016,1016981,C,36.7,1,N
20-Jan-2016,1017936,E,51.1,5,N
20-Jan-2016,1018596,A,68.1,0,N
20-Jan-2016,1018686,D,15.8,1,N
20-Jan-2016,1019066,C,24.1,3,N
21-Jan-2016,1010876,D,22.2,5,N
21-Jan-2016,1016998,C,27.7,1,N
21-Jan-2016,1018551,C,63.8,0,N
21-Jan-2016,1018875,A,25.6,1,Y
22-Jan-2016,1013366,A,22,4,N
22-Jan-2016,1013898,D,21.1,5,N
22-Jan-2016,1014089,A,9.8,5,N
22-Jan-2016,1014886,D,33.2,5,N
22-Jan-2016,1015231,E,31.6,4,N
22-Jan-2016,1016284,D,35.9,4,N
22-Jan-2016,1016712,B,10.41,4,N
22-Jan-2016,1018601,B,22.3,5,N
22-Jan-2016,1019572,A,13.7,1,N
23-Jan-2016,1014434,C,49,4,N
23-Jan-2016,1015337,E,50.3,5,N
23-Jan-2016,1016429,D,31.6,4,N
23-Jan-2016,1018820,C,10.34,5,N
24-Jan-2016,1010461,D,52.6,5,N
24-Jan-2016,1010663,B,5.5,5,N
24-Jan-2016,1012158,D,36.3,0,N
24-Jan-2016,1012886,B,25.9,0,N
24-Jan-2016,1014780,C,22.8,0,N
24-Jan-2016,1015530,B,34,4,N
24-Jan-2016,1015906,A,49,0,N
24-Jan-2016,1017318,C,27.8,5,N
24-Jan-2016,1017422,E,17.8,1,N
24-Jan-2016,1017951,D,33.6,5,N
24-Jan-2016,1018522,E,8.1,0,N
24-Jan-2016,1019176,A,23.4,5,N
25-Jan-2016,1011630,B,10.49,5,N
25-Jan-2016,1012492,A,67.2,5,N
25-Jan-2016,1012886,C,7.6,5,N
25-Jan-2016,1013199,B,14.3,5,N
25-Jan-2016,1014333,C,20.9,0,N
25-Jan-2016,1014399,B,65.7,5,N
25-Jan-2016,1014973,B,53.4,5,N
25-Jan-2016,1015197,B,20.9,3,N
25-Jan-2016,1015646,A,23.2,4,N
25-Jan-2016,1016399,D,57.9,5,N
25-Jan-2016,1018641,B,34.6,4,N
26-Jan-2016,1011048,D,48,5,N
26-Jan-2016,1012058,E,48,5,N
26-Jan-2016,1012127,A,50.8,5,N
26-Jan-2016,1012778,C,10.28,0,N
26-Jan-2016,1013382,B,19.6,4,N
26-Jan-2016,1013726,E,21.5,5,N
26-Jan-2016,1014886,E,40.2,5,N
26-Jan-2016,1014888,A,27.1,5,N
26-Jan-2016,1015754,A,5.2,5,N
26-Jan-2016,1016059,D,57.7,0,N
26-Jan-2016,1016118,A,13.1,4,N
26-Jan-2016,1017120,A,18.6,2,N
26-Jan-2016,1018459,C,34.4,1,N
26-Jan-2016,1019161,A,10.02,5,N
26-Jan-2016,1019191,C,38.6,5,N
27-Jan-2016,1010408,E,21.1,5,N
27-Jan-2016,1010518,A,30,5,N
27-Jan-2016,1012348,C,28.1,5,N
27-Jan-2016,1012778,D,34.7,0,N
27-Jan-2016,1014316,A,59.7,5,N
27-Jan-2016,1014434,A,46.3,5,N
27-Jan-2016,1015320,B,32.6,4,N
27-Jan-2016,1016571,D,62.5,5,N
27-Jan-2016,1016757,C,10.7,0,N
27-Jan-2016,1018987,E,21.4,5,N
28-Jan-2016,1012547,E,14.3,5,N
28-Jan-2016,1012749,C,11.1,3,N
28-Jan-2016,1013932,E,47.3,5,N
28-Jan-2016,1015034,A,28.8,5,N
28-Jan-2016,1015922,D,39.8,4,N
28-Jan-2016,1017956,C,59.1,0,N
29-Jan-2016,1012701,A,11,5,N
29-Jan-2016,1016360,D,41,5,N
29-Jan-2016,1016683,A,38.3,0,N
29-Jan-2016,1018646,B,49.3,3,N
30-Jan-2016,1012793,E,55.6,0,N
30-Jan-2016,1013316,A,9.6,5,N
30-Jan-2016,1015502,B,49.9,5,N
30-Jan-2016,1016112,A,27.8,4,N
30-Jan-2016,1016757,C,37.4,5,N
30-Jan-2016,1018453,C,31,0,N
30-Jan-2016,1018779,D,23.8,5,N
31-Jan-2016,1010776,D,47.7,5,N
31-Jan-2016,1010799,A,64.5,4,N
31-Jan-2016,1010994,A,14.8,5,N
31-Jan-2016,1011596,D,11.5,4,N
31-Jan-2016,1011880,E,36.8,5,N
31-Jan-2016,1011981,D,45.5,0,N
31-Jan-2016,1013753,A,39.4,5,N
31-Jan-2016,1014667,C,57.9,5,N
31-Jan-2016,1014801,A,36.2,0,N
31-Jan-2016,1014953,E,13.7,5,N
31-Jan-2016,1015660,A,29.2,4,N
31-Jan-2016,1018783,B,51.9,4,N
01-Feb-2016,1012232,A,52.2,0,N
01-Feb-2016,1012277,D,25.3,5,N
01-Feb-2016,1013142,D,5.4,5,N
01-Feb-2016,1013388,D,6.4,4,N
01-Feb-2016,1013800,B,31,5,N
01-Feb-2016,1014973,D,33.6,5,N
01-Feb-2016,1015825,C,20.7,5,N
01-Feb-2016,1019161,A,8.1,4,N
01-Feb-2016,1019282,C,17.5,3,N
02-Feb-2016,1011212,A,10.46,5,N
02-Feb-2016,1013031,E,31.5,0,N
02-Feb-2016,1013934,E,14.8,0,N
02-Feb-2016,1015949,A,38.3,3,N
02-Feb-2016,1018039,A,30.6,1,N
02-Feb-2016,1018531,E,30.8,5,N
02-Feb-2016,1019175,D,19.6,5,N
02-Feb-2016,1019555,E,28.2,5,N
03-Feb-2016,1011686,A,51.9,4,N
03-Feb-2016,1011759,E,24,5,N
03-Feb-2016,1012793,C,29.5,5,N
03-Feb-2016,1018362,B,10.52,4,N
04-Feb-2016,1010341,E,25.2,5,N
04-Feb-2016,1011482,E,13.5,0,N
04-Feb-2016,1012025,A,63.1,5,N
04-Feb-2016,1012336,D,29.9,5,N
04-Feb-2016,1012960,A,25.5,3,N
04-Feb-2016,1014431,D,10,5,N
04-Feb-2016,1016074,D,46.6,0,N
04-Feb-2016,1016794,E,53.6,4,N
04-Feb-2016,1018641,B,17.5,1,N
04-Feb-2016,1019152,C,21.6,0,Y
05-Feb-2016,1011957,E,26.2,5,N
05-Feb-2016,1012043,B,49.5,0,N
05-Feb-2016,1012551,A,10.44,5,N
05-Feb-2016,1016385,E,15.5,5,N
05-Feb-2016,1017123,C,72.5,1,N
06-Feb-2016,1012317,A,20.2,5,N
06-Feb-2016,1013453,D,40.4,5,N
06-Feb-2016,1013583,B,51.6,5,N
06-Feb-2016,1019516,E,42.5,1,Y
07-Feb-2016,1011977,A,53.6,5,N
07-Feb-2016,1013382,E,19.4,5,N
07-Feb-2016,1015439,B,54.4,3,N
07-Feb-2016,1016214,C,22.6,0,N
07-Feb-2016,1016436,E,7.7,5,N
07-Feb-2016,1017795,C,32.1,5,N
07-Feb-2016,1018554,D,45.2,1,N
07-Feb-2016,1019197,A,32.5,5,N
08-Feb-2016,1011123,A,65.2,0,N
08-Feb-2016,1012277,C,10.17,4,N
08-Feb-2016,1014165,C,20.9,0,N
08-Feb-2016,1015672,D,50,5,N
08-Feb-2016,1015882,C,64.3,0,N
08-Feb-2016,1017297,B,51,2,N
08-Feb-2016,1017333,C,56.6,5,N
08-Feb-2016,1018389,C,40,5,N
09-Feb-2016,1010896,E,33.5,5,N
09-Feb-2016,1011672,B,6.3,5,N
09-Feb-2016,1011918,B,33.8,5,N
09-Feb-2016,1011977,B,8.8,5,N
09-Feb-2016,1013419,D,53.4,0,N
09-Feb-2016,1014081,C,10,3,N
09-Feb-2016,1016208,B,42.1,5,N
09-Feb-2016,1017551,E,51.4,4,N
09-Feb-2016,1017951,E,11.9,5,N
10-Feb-2016,1010445,A,33.7,5,N
10-Feb-2016,1010467,A,39.7,5,N
10-Feb-2016,1010663,E,58.6,4,N
10-Feb-2016,1012870,D,56.6,4,N
10-Feb-2016,1013565,A,48.2,4,N
